age,job,marital,education,balance,contact,day,month,campaign,pdays,previous,poutcome,default_num,deposit_num,loan_num,housing_num,duration_min
35,management,single,tertiary,123,unknown,9,may,3,-1,0,unknown,0,0,0,1,1.3833333333333333
40,blue-collar,married,secondary,273,unknown,19,jun,1,-1,0,unknown,0,0,0,1,18.033333333333335
36,technician,married,secondary,1345,unknown,30,may,3,-1,0,unknown,0,0,0,1,3.85
52,blue-collar,married,secondary,1027,cellular,23,jul,1,-1,0,unknown,0,0,0,0,0.9833333333333333
35,technician,single,secondary,1855,unknown,7,may,1,-1,0,unknown,0,0,0,1,2.3
38,services,single,secondary,1315,unknown,20,jun,12,-1,0,unknown,0,0,0,0,0.38333333333333336
43,admin.,married,secondary,59,cellular,15,jul,3,-1,0,unknown,0,0,0,1,1.0
43,admin.,married,secondary,2682,cellular,30,jul,8,-1,0,unknown,0,0,0,0,1.7166666666666666
35,management,married,tertiary,2682,cellular,9,jul,1,-1,0,unknown,0,0,0,1,2.6
40,services,married,secondary,3164,cellular,3,apr,2,-1,0,unknown,0,0,0,1,5.483333333333333
49,technician,divorced,secondary,342,cellular,19,nov,3,-1,0,unknown,0,0,1,0,0.9666666666666667
35,services,single,secondary,1742,cellular,31,jul,2,-1,0,unknown,0,0,0,1,0.65
42,technician,divorced,secondary,-106,unknown,29,may,1,-1,0,unknown,0,0,0,1,1.5833333333333333
29,unemployed,single,unknown,67,cellular,28,jan,2,-1,0,unknown,0,0,0,0,5.5
26,technician,single,secondary,430,cellular,5,feb,2,-1,0,unknown,0,0,0,0,7.5
44,blue-collar,single,primary,-234,cellular,15,may,3,347,1,failure,0,0,1,1,1.1833333333333333
29,management,single,tertiary,0,cellular,13,may,1,351,1,failure,0,0,0,1,2.5833333333333335
36,blue-collar,married,secondary,-206,unknown,8,may,2,-1,0,unknown,0,0,0,1,2.95
30,technician,single,secondary,656,unknown,4,jul,1,-1,0,unknown,0,0,1,0,8.716666666666667
52,retired,married,secondary,603,unknown,9,jun,1,-1,0,unknown,0,0,1,0,1.3166666666666667
55,admin.,married,secondary,1102,unknown,15,may,2,-1,0,unknown,0,0,0,1,2.1
30,services,single,secondary,117,cellular,28,jan,1,-1,0,unknown,0,0,0,0,2.25
29,technician,single,secondary,-13,cellular,14,may,3,-1,0,unknown,0,0,0,1,8.533333333333333
27,admin.,single,tertiary,1993,cellular,5,may,5,-1,0,unknown,0,0,0,1,1.7
58,retired,divorced,unknown,5920,cellular,21,nov,1,121,1,failure,0,0,0,1,1.6
33,services,married,secondary,881,unknown,21,may,5,-1,0,unknown,0,0,0,1,1.1166666666666667
48,admin.,married,secondary,0,cellular,17,jul,4,-1,0,unknown,0,0,0,1,1.8166666666666667
39,housemaid,married,secondary,953,cellular,30,jan,6,232,3,other,0,0,0,0,0.38333333333333336
55,blue-collar,married,primary,781,cellular,3,feb,3,270,2,failure,0,0,0,1,1.8666666666666667
40,blue-collar,single,primary,1530,cellular,20,apr,3,315,1,failure,0,0,0,1,0.13333333333333333
33,management,single,tertiary,2667,cellular,18,may,1,180,3,failure,0,0,0,1,0.95
56,admin.,married,secondary,5310,unknown,19,jun,1,-1,0,unknown,0,0,0,0,1.2333333333333334
42,blue-collar,married,secondary,1468,unknown,28,may,1,-1,0,unknown,0,0,0,1,2.2666666666666666
43,unknown,married,primary,0,cellular,9,jul,1,-1,0,unknown,0,0,0,1,2.2
41,management,married,tertiary,144,cellular,27,feb,3,-1,0,unknown,0,0,0,0,2.05
58,admin.,single,secondary,247,unknown,20,jun,6,-1,0,unknown,0,0,1,0,1.1
29,blue-collar,married,primary,258,unknown,26,may,1,-1,0,unknown,0,0,0,1,2.1666666666666665
38,management,married,tertiary,595,cellular,18,nov,1,-1,0,unknown,0,0,0,1,1.1666666666666667
49,blue-collar,divorced,secondary,259,unknown,16,may,2,-1,0,unknown,1,0,0,0,4.716666666666667
55,self-employed,married,secondary,2408,telephone,9,apr,2,140,1,failure,0,0,0,0,5.45
53,management,married,tertiary,1356,cellular,5,aug,2,93,2,failure,0,0,0,1,6.616666666666666
56,admin.,married,secondary,292,unknown,28,may,9,-1,0,unknown,0,0,0,1,3.8
31,management,single,tertiary,2384,cellular,14,apr,2,-1,0,unknown,0,0,0,1,10.133333333333333
29,technician,single,secondary,307,cellular,3,feb,1,-1,0,unknown,0,0,0,1,3.6
48,admin.,married,secondary,292,cellular,29,jul,6,-1,0,unknown,0,0,1,1,2.7333333333333334
43,blue-collar,married,primary,3131,unknown,3,jun,3,-1,0,unknown,0,0,0,1,7.35
29,technician,married,secondary,0,unknown,12,may,2,-1,0,unknown,0,0,0,0,0.55
39,management,single,tertiary,2258,cellular,31,jul,2,-1,0,unknown,0,0,0,1,4.25
53,management,married,tertiary,1348,cellular,17,jul,3,-1,0,unknown,0,0,1,0,2.0
48,blue-collar,married,secondary,741,cellular,16,apr,1,-1,0,unknown,0,0,0,1,3.783333333333333
34,management,married,tertiary,0,cellular,22,apr,1,-1,0,unknown,0,0,0,0,2.933333333333333
52,management,single,tertiary,741,cellular,7,aug,2,-1,0,unknown,0,0,0,0,1.05
30,admin.,married,secondary,521,cellular,19,nov,1,-1,0,unknown,0,0,0,1,10.8
45,entrepreneur,married,primary,5315,cellular,15,may,2,-1,0,unknown,0,0,1,1,4.366666666666666
54,management,married,secondary,1660,cellular,20,nov,3,-1,0,unknown,0,0,0,0,5.616666666666666
44,self-employed,married,unknown,163,cellular,12,aug,1,100,3,success,0,0,0,1,0.7333333333333333
35,entrepreneur,married,secondary,1163,unknown,20,may,1,-1,0,unknown,0,0,0,1,4.733333333333333
34,technician,single,tertiary,122,unknown,27,may,5,-1,0,unknown,0,0,0,0,1.2166666666666666
22,student,single,unknown,1,telephone,15,jun,4,-1,0,unknown,0,0,0,0,4.383333333333334
65,retired,married,primary,493,cellular,16,oct,1,182,1,failure,0,0,0,0,10.366666666666667
49,management,married,unknown,0,cellular,19,nov,2,-1,0,unknown,0,0,0,0,1.65
38,management,single,unknown,715,cellular,2,apr,1,132,3,failure,0,0,0,1,15.85
28,technician,single,tertiary,558,cellular,15,may,1,-1,0,unknown,0,0,0,1,5.0
33,technician,married,tertiary,16992,unknown,29,may,1,-1,0,unknown,0,0,0,1,0.9666666666666667
34,management,married,tertiary,179,cellular,20,nov,1,-1,0,unknown,0,0,0,1,3.066666666666667
26,student,single,unknown,198,cellular,5,feb,1,-1,0,unknown,0,0,0,0,2.683333333333333
37,blue-collar,married,primary,152,cellular,17,apr,2,-1,0,unknown,0,0,0,1,4.2
40,blue-collar,married,primary,2805,cellular,14,may,6,353,23,failure,0,0,0,1,2.8833333333333333
28,services,single,secondary,6332,telephone,7,may,1,343,4,failure,0,0,0,1,2.4833333333333334
31,technician,married,secondary,2420,cellular,19,nov,1,-1,0,unknown,0,0,0,1,2.7666666666666666
42,management,married,secondary,580,cellular,22,aug,2,-1,0,unknown,0,0,0,0,1.1166666666666667
34,technician,divorced,secondary,259,cellular,11,aug,2,-1,0,unknown,0,0,0,0,5.266666666666667
34,services,married,secondary,-451,cellular,23,jul,1,-1,0,unknown,0,0,1,1,8.3
53,management,married,tertiary,261,cellular,19,aug,2,-1,0,unknown,0,0,0,0,1.6666666666666667
55,entrepreneur,married,tertiary,323,cellular,13,may,1,-1,0,unknown,0,0,1,1,3.3333333333333335
51,entrepreneur,single,tertiary,0,cellular,30,jan,1,-1,0,unknown,0,0,0,0,10.716666666666667
58,retired,married,secondary,235,cellular,27,aug,4,-1,0,unknown,0,0,0,0,1.4666666666666666
35,blue-collar,married,primary,526,cellular,2,feb,2,-1,0,unknown,0,0,0,1,15.233333333333333
35,blue-collar,married,primary,4366,unknown,28,may,3,-1,0,unknown,0,0,0,1,2.8833333333333333
31,technician,married,tertiary,0,unknown,13,may,2,-1,0,unknown,0,0,1,1,2.7333333333333334
32,student,married,secondary,833,telephone,2,nov,5,164,3,other,0,0,0,1,3.783333333333333
59,retired,married,primary,-13,cellular,11,aug,1,-1,0,unknown,1,0,0,0,1.2833333333333334
50,management,divorced,tertiary,405,cellular,2,apr,6,-1,0,unknown,0,0,0,0,1.3666666666666667
37,blue-collar,married,primary,3517,unknown,23,may,1,-1,0,unknown,0,0,0,1,7.416666666666667
30,services,married,secondary,699,unknown,29,may,1,-1,0,unknown,0,0,0,1,9.066666666666666
41,blue-collar,married,primary,943,unknown,29,may,3,-1,0,unknown,0,0,0,1,4.033333333333333
43,blue-collar,married,primary,794,cellular,13,may,3,-1,0,unknown,0,0,0,1,0.6333333333333333
34,blue-collar,married,primary,503,unknown,26,may,2,-1,0,unknown,0,0,0,1,2.0
42,management,married,tertiary,-700,unknown,14,may,1,-1,0,unknown,0,0,0,1,1.8333333333333333
33,management,married,tertiary,644,cellular,11,aug,2,-1,0,unknown,0,0,0,0,1.65
26,services,single,secondary,335,telephone,29,jan,2,-1,0,unknown,0,0,0,0,6.55
32,technician,single,secondary,719,unknown,28,may,6,-1,0,unknown,0,0,0,1,1.3166666666666667
41,management,married,tertiary,-195,cellular,20,nov,1,-1,0,unknown,0,0,1,0,1.8666666666666667
49,technician,divorced,secondary,972,cellular,16,nov,3,175,2,failure,0,0,0,0,1.7333333333333334
51,blue-collar,married,primary,5050,unknown,16,jun,7,-1,0,unknown,0,0,1,0,1.25
43,blue-collar,married,primary,232,cellular,15,may,1,-1,0,unknown,0,0,1,0,0.75
45,services,married,primary,2406,cellular,20,apr,2,-1,0,unknown,0,0,1,1,1.8
42,entrepreneur,married,secondary,324,cellular,15,jul,3,-1,0,unknown,0,0,0,1,8.8
37,blue-collar,married,secondary,168,cellular,17,apr,2,-1,0,unknown,0,0,0,1,4.433333333333334
59,retired,married,secondary,374,cellular,29,aug,2,-1,0,unknown,0,0,0,0,4.533333333333333
31,services,single,secondary,658,cellular,22,may,1,-1,0,unknown,0,0,0,0,1.6666666666666667
22,admin.,single,secondary,-1,unknown,9,may,1,-1,0,unknown,0,0,0,1,2.2666666666666666
30,self-employed,single,secondary,280,telephone,5,may,3,-1,0,unknown,0,0,0,0,1.5333333333333334
52,admin.,divorced,unknown,0,cellular,26,aug,4,-1,0,unknown,0,0,0,0,2.8
50,self-employed,married,primary,0,cellular,22,aug,4,-1,0,unknown,0,0,0,0,2.0833333333333335
34,admin.,married,secondary,2064,unknown,26,may,2,-1,0,unknown,0,0,0,1,2.75
30,blue-collar,married,secondary,128,unknown,14,may,1,-1,0,unknown,0,0,0,1,4.55
56,blue-collar,married,primary,0,cellular,17,jul,1,-1,0,unknown,0,0,0,1,1.3666666666666667
31,technician,single,secondary,863,cellular,3,feb,1,263,5,success,0,0,0,1,2.433333333333333
51,admin.,married,secondary,50,cellular,26,aug,2,-1,0,unknown,0,0,0,0,2.966666666666667
33,services,single,secondary,187,cellular,20,apr,3,326,1,failure,0,0,0,1,2.8
47,blue-collar,married,secondary,-614,unknown,26,may,2,-1,0,unknown,1,0,0,1,1.9666666666666666
46,technician,married,tertiary,841,unknown,6,may,1,-1,0,unknown,0,0,0,1,2.6333333333333333
44,services,divorced,secondary,206,cellular,14,may,1,365,1,failure,0,0,0,1,1.3
51,blue-collar,married,secondary,984,telephone,7,apr,4,-1,0,unknown,0,0,0,1,5.883333333333334
39,technician,single,secondary,201,unknown,6,jun,4,-1,0,unknown,0,0,1,0,2.466666666666667
41,technician,married,tertiary,585,telephone,20,apr,1,-1,0,unknown,0,0,0,1,1.0
33,management,single,tertiary,8514,cellular,20,aug,1,-1,0,unknown,0,0,0,0,2.183333333333333
31,admin.,married,secondary,728,cellular,15,may,1,352,4,failure,0,0,1,1,2.533333333333333
60,entrepreneur,divorced,secondary,80,unknown,15,may,1,-1,0,unknown,0,0,0,1,6.616666666666666
34,technician,married,secondary,1246,unknown,28,may,3,-1,0,unknown,0,0,0,0,1.4666666666666666
58,services,married,secondary,818,cellular,22,aug,1,-1,0,unknown,0,0,0,0,4.716666666666667
36,admin.,single,unknown,1815,unknown,5,jun,1,-1,0,unknown,0,0,0,0,6.45
42,technician,married,secondary,0,cellular,30,jul,2,-1,0,unknown,0,0,0,0,5.85
44,services,divorced,secondary,210,unknown,12,may,2,-1,0,unknown,0,0,1,0,1.85
31,services,married,secondary,71,cellular,17,jul,2,-1,0,unknown,0,0,0,1,12.333333333333334
51,blue-collar,married,primary,1869,unknown,17,jun,3,-1,0,unknown,0,0,0,0,0.5
59,admin.,married,primary,1040,telephone,31,jul,1,-1,0,unknown,0,0,0,0,12.216666666666667
33,admin.,married,secondary,920,cellular,13,aug,1,105,1,success,0,0,0,0,1.85
47,blue-collar,married,secondary,668,cellular,4,may,6,354,2,success,0,0,0,1,3.8333333333333335
43,management,divorced,tertiary,36,cellular,13,feb,1,193,1,failure,0,0,0,0,1.0166666666666666
44,housemaid,married,primary,-972,unknown,16,may,2,-1,0,unknown,1,0,1,1,1.9
29,admin.,single,secondary,382,unknown,12,may,1,-1,0,unknown,0,0,0,1,7.666666666666667
30,admin.,married,secondary,-170,unknown,26,may,1,-1,0,unknown,0,0,1,1,2.1666666666666665
43,management,married,unknown,5172,unknown,29,may,3,-1,0,unknown,0,0,0,1,0.95
53,technician,single,tertiary,1,cellular,21,aug,1,-1,0,unknown,0,0,0,0,3.1666666666666665
46,blue-collar,married,secondary,922,telephone,18,nov,2,-1,0,unknown,0,0,0,1,4.933333333333334
41,management,married,tertiary,3016,cellular,14,jul,3,-1,0,unknown,0,0,0,1,1.3333333333333333
44,blue-collar,married,primary,0,cellular,30,jul,2,-1,0,unknown,0,0,0,1,1.3833333333333333
38,management,married,tertiary,1101,telephone,9,nov,1,-1,0,unknown,0,0,0,1,0.7166666666666667
43,management,divorced,tertiary,3578,cellular,29,jan,2,-1,0,unknown,0,0,0,0,6.266666666666667
41,blue-collar,married,primary,0,unknown,6,may,1,-1,0,unknown,0,0,1,1,3.966666666666667
44,blue-collar,married,secondary,0,cellular,21,jul,1,-1,0,unknown,0,0,0,1,1.5
31,blue-collar,married,secondary,-190,cellular,8,may,3,-1,0,unknown,0,0,1,1,4.983333333333333
59,self-employed,married,tertiary,185,cellular,4,feb,1,-1,0,unknown,0,0,0,0,4.716666666666667
30,management,single,tertiary,156,unknown,9,jun,9,-1,0,unknown,0,0,0,1,2.9
35,blue-collar,married,secondary,503,unknown,9,may,2,-1,0,unknown,0,0,1,1,0.95
57,retired,married,secondary,485,cellular,2,feb,2,187,2,failure,0,0,0,0,1.3166666666666667
53,technician,divorced,secondary,392,cellular,28,jan,1,245,1,failure,0,0,0,1,1.1666666666666667
35,blue-collar,married,secondary,625,cellular,13,may,1,-1,0,unknown,0,0,0,0,4.45
49,services,married,primary,468,cellular,5,aug,2,-1,0,unknown,0,0,0,0,10.133333333333333
41,management,married,secondary,280,cellular,2,jun,1,95,2,success,0,0,0,1,1.4666666666666666
40,services,married,secondary,181,unknown,16,may,1,-1,0,unknown,0,0,0,1,6.166666666666667
57,admin.,married,unknown,1401,cellular,21,aug,22,-1,0,unknown,0,0,0,0,1.5166666666666666
38,management,married,unknown,1349,unknown,6,may,1,-1,0,unknown,0,0,0,1,1.6666666666666667
49,services,married,primary,5737,unknown,29,may,2,-1,0,unknown,0,0,0,1,6.95
38,management,married,tertiary,1187,cellular,2,feb,1,-1,0,unknown,0,0,1,1,2.6166666666666667
26,admin.,married,secondary,5231,cellular,17,jul,2,-1,0,unknown,0,0,1,0,3.7
34,admin.,married,secondary,3185,unknown,13,may,1,-1,0,unknown,0,0,0,1,8.666666666666666
58,management,married,tertiary,3228,cellular,19,aug,2,-1,0,unknown,0,0,0,0,0.9666666666666667
30,services,married,secondary,80,unknown,8,may,2,-1,0,unknown,0,0,0,1,3.0833333333333335
52,blue-collar,divorced,primary,2800,unknown,19,jun,1,-1,0,unknown,0,0,0,0,2.4833333333333334
30,technician,single,tertiary,10,cellular,26,aug,8,-1,0,unknown,0,0,0,0,4.6
52,blue-collar,married,secondary,331,cellular,8,aug,4,-1,0,unknown,0,0,0,0,1.4
34,entrepreneur,married,secondary,223,cellular,11,aug,6,-1,0,unknown,0,0,1,0,1.7166666666666666
33,blue-collar,married,primary,0,cellular,8,may,1,-1,0,unknown,0,0,0,0,2.9
34,admin.,married,tertiary,35,cellular,15,oct,1,69,2,failure,0,0,0,1,1.2666666666666666
23,admin.,married,secondary,299,unknown,19,jun,1,-1,0,unknown,0,0,0,1,1.7333333333333334
37,blue-collar,married,primary,240,cellular,11,may,1,370,2,other,0,0,0,1,4.316666666666666
59,management,married,unknown,3534,cellular,21,nov,4,-1,0,unknown,0,0,0,0,3.6
42,management,married,tertiary,223,cellular,6,aug,6,-1,0,unknown,0,0,0,0,1.5333333333333334
50,admin.,divorced,secondary,-194,cellular,13,apr,2,-1,0,unknown,0,0,0,1,3.966666666666667
41,technician,divorced,secondary,1545,cellular,13,aug,2,-1,0,unknown,0,0,1,0,3.05
34,technician,single,secondary,440,cellular,6,may,2,345,2,failure,0,0,0,1,7.416666666666667
57,management,married,primary,2538,telephone,17,jul,2,-1,0,unknown,0,0,1,0,8.083333333333334
52,services,married,unknown,337,unknown,19,may,3,-1,0,unknown,0,0,0,1,1.4166666666666667
61,retired,married,unknown,-492,unknown,4,jul,1,-1,0,unknown,0,0,1,0,5.55
31,technician,single,tertiary,53,cellular,28,jan,2,-1,0,unknown,0,0,0,0,1.6166666666666667
27,student,single,secondary,91,telephone,4,dec,6,95,37,other,0,0,0,0,2.6166666666666667
48,blue-collar,single,primary,316,unknown,5,jun,2,-1,0,unknown,0,0,0,0,9.333333333333334
27,management,single,unknown,3196,cellular,9,feb,2,-1,0,unknown,0,0,0,0,0.16666666666666666
37,blue-collar,married,secondary,2697,cellular,20,apr,1,-1,0,unknown,0,0,0,1,7.166666666666667
28,student,single,tertiary,3,cellular,11,nov,2,148,1,other,0,0,0,0,2.25
34,services,married,secondary,244,cellular,4,feb,2,-1,0,unknown,0,0,0,0,11.6
42,services,single,unknown,410,cellular,21,nov,2,-1,0,unknown,0,0,0,0,0.5666666666666667
39,admin.,married,secondary,159,cellular,19,nov,1,-1,0,unknown,0,0,0,0,2.95
30,management,married,tertiary,6432,cellular,21,nov,2,119,3,other,0,0,0,1,3.433333333333333
35,blue-collar,married,secondary,-701,cellular,7,may,3,-1,0,unknown,0,0,1,1,8.85
43,housemaid,single,primary,24,cellular,31,jul,2,-1,0,unknown,0,0,0,0,0.5833333333333334
33,management,married,tertiary,296,cellular,16,jul,2,-1,0,unknown,0,0,0,0,1.5
24,blue-collar,single,secondary,1,cellular,11,may,2,-1,0,unknown,0,0,0,1,1.3166666666666667
39,technician,married,secondary,1965,unknown,2,jun,1,-1,0,unknown,0,0,0,1,1.0833333333333333
27,technician,single,tertiary,501,telephone,30,jan,4,-1,0,unknown,0,0,1,0,6.166666666666667
50,blue-collar,married,secondary,3558,cellular,26,aug,10,-1,0,unknown,0,0,0,0,1.4
30,blue-collar,married,secondary,177,cellular,9,apr,2,332,3,failure,0,0,0,1,1.0333333333333334
52,technician,divorced,secondary,204,cellular,7,aug,2,-1,0,unknown,0,0,0,0,2.2333333333333334
30,admin.,married,secondary,46,unknown,6,may,2,-1,0,unknown,0,0,0,1,1.9
35,technician,divorced,secondary,2047,cellular,1,oct,1,-1,0,unknown,0,0,0,1,1.1
36,admin.,single,secondary,810,unknown,17,jun,1,-1,0,unknown,0,0,0,1,4.933333333333334
39,management,single,tertiary,1914,cellular,18,aug,4,-1,0,unknown,0,0,0,0,1.5666666666666667
43,admin.,single,secondary,56831,unknown,15,may,1,-1,0,unknown,0,0,0,0,4.05
43,admin.,single,secondary,386,cellular,12,oct,1,92,4,success,0,0,0,0,4.033333333333333
46,admin.,married,primary,469,cellular,2,feb,1,264,10,other,0,0,0,1,1.25
33,admin.,married,tertiary,69,cellular,4,may,2,-1,0,unknown,0,0,1,0,1.2833333333333334
56,entrepreneur,married,tertiary,-124,unknown,15,may,5,-1,0,unknown,0,0,0,1,6.233333333333333
60,retired,married,primary,600,cellular,19,aug,6,-1,0,unknown,0,0,0,0,1.65
48,management,married,tertiary,3842,cellular,1,oct,1,122,2,success,0,0,0,0,2.8
31,blue-collar,married,secondary,-720,unknown,15,may,2,-1,0,unknown,0,0,1,1,1.8666666666666667
36,blue-collar,single,secondary,1127,cellular,10,jul,1,-1,0,unknown,0,0,0,1,7.583333333333333
24,student,single,secondary,423,unknown,5,may,3,-1,0,unknown,0,0,0,1,3.7666666666666666
27,blue-collar,married,secondary,-59,cellular,8,jul,3,-1,0,unknown,0,0,1,0,2.566666666666667
36,admin.,married,secondary,0,cellular,11,may,1,-1,0,unknown,0,0,1,1,1.5666666666666667
29,technician,married,tertiary,1489,unknown,28,may,1,-1,0,unknown,0,0,0,1,7.166666666666667
42,self-employed,married,secondary,0,cellular,14,aug,4,-1,0,unknown,0,0,0,0,4.616666666666666
44,management,married,tertiary,1451,cellular,5,feb,7,80,15,failure,0,0,0,1,1.3333333333333333
42,blue-collar,married,unknown,452,cellular,17,nov,2,-1,0,unknown,0,0,0,1,5.983333333333333
39,entrepreneur,married,secondary,283,unknown,26,may,2,-1,0,unknown,0,0,0,1,2.1
45,management,single,tertiary,16,cellular,31,jul,2,-1,0,unknown,0,0,0,0,0.9833333333333333
36,blue-collar,married,primary,973,unknown,23,may,1,-1,0,unknown,0,0,1,1,4.883333333333334
34,blue-collar,married,secondary,1257,unknown,26,may,7,-1,0,unknown,0,0,0,1,1.8166666666666667
43,technician,married,secondary,-1701,unknown,26,may,1,-1,0,unknown,0,0,0,1,4.75
32,blue-collar,single,secondary,567,cellular,7,may,2,342,4,other,0,0,0,1,4.583333333333333
38,technician,married,tertiary,-1,cellular,8,aug,4,-1,0,unknown,0,0,0,0,3.1333333333333333
29,blue-collar,married,secondary,3310,cellular,1,sep,1,91,4,failure,0,0,0,0,6.116666666666666
28,blue-collar,married,primary,115,unknown,28,may,4,-1,0,unknown,0,0,0,1,1.3
33,management,single,tertiary,321,cellular,22,aug,2,-1,0,unknown,0,0,0,0,3.783333333333333
43,admin.,married,secondary,71,unknown,7,may,5,-1,0,unknown,0,0,0,0,3.0
42,unemployed,divorced,secondary,759,cellular,28,jan,1,169,3,failure,0,0,0,0,1.6166666666666667
33,management,married,tertiary,23,cellular,6,feb,1,-1,0,unknown,0,0,1,1,2.5
32,technician,single,secondary,3297,cellular,11,aug,2,-1,0,unknown,0,0,0,0,1.65
42,housemaid,single,secondary,578,telephone,28,jan,1,-1,0,unknown,0,0,0,0,0.7333333333333333
42,housemaid,married,primary,4279,cellular,22,jul,1,-1,0,unknown,0,0,0,1,1.6333333333333333
29,blue-collar,single,secondary,234,cellular,8,may,1,345,1,other,0,0,0,1,2.316666666666667
27,management,single,tertiary,1137,cellular,8,may,1,-1,0,unknown,0,0,0,1,0.43333333333333335
38,management,single,tertiary,8669,telephone,20,apr,3,150,6,failure,0,0,0,1,0.08333333333333333
45,entrepreneur,married,primary,488,telephone,28,jul,11,-1,0,unknown,0,0,0,1,1.5
32,management,single,tertiary,1077,cellular,5,aug,1,717,4,failure,0,0,0,0,3.3333333333333335
33,technician,married,secondary,4790,cellular,20,apr,1,272,2,failure,0,0,0,1,2.283333333333333
48,technician,married,secondary,256,unknown,29,may,4,-1,0,unknown,0,0,0,1,2.5
53,blue-collar,married,secondary,974,unknown,26,may,2,-1,0,unknown,0,0,0,1,3.283333333333333
23,technician,single,unknown,231,cellular,7,may,3,367,1,other,0,0,0,1,9.333333333333334
41,blue-collar,married,secondary,196,unknown,13,may,1,-1,0,unknown,0,0,0,1,8.133333333333333
41,admin.,single,secondary,2002,cellular,15,may,2,350,1,failure,0,0,0,1,2.8666666666666667
50,services,married,tertiary,218,unknown,9,may,2,-1,0,unknown,0,0,0,1,6.466666666666667
28,blue-collar,single,secondary,1011,cellular,20,apr,3,-1,0,unknown,0,0,0,1,3.4
54,retired,divorced,secondary,2761,cellular,16,jul,1,-1,0,unknown,0,0,0,0,12.85
38,services,divorced,primary,92,unknown,29,may,3,-1,0,unknown,0,0,1,1,1.9666666666666666
27,self-employed,married,tertiary,10005,cellular,14,apr,3,271,2,failure,0,0,0,1,2.716666666666667
54,management,married,tertiary,1168,telephone,4,may,5,-1,0,unknown,0,0,0,0,2.5
28,services,single,secondary,168,cellular,7,may,1,-1,0,unknown,0,0,0,1,2.1333333333333333
32,technician,single,tertiary,1710,cellular,15,may,1,175,3,other,0,0,0,1,7.316666666666666
39,services,married,secondary,207,unknown,6,jun,2,-1,0,unknown,0,0,0,0,1.3
29,technician,single,secondary,18,cellular,3,feb,3,-1,0,unknown,0,0,0,0,3.433333333333333
46,admin.,single,unknown,306,cellular,11,may,5,-1,0,unknown,0,0,0,1,4.816666666666666
37,entrepreneur,married,primary,8,cellular,16,jul,1,-1,0,unknown,0,0,1,1,0.7666666666666667
30,management,married,tertiary,-250,unknown,20,jun,6,-1,0,unknown,0,0,0,1,0.18333333333333332
41,blue-collar,married,secondary,449,cellular,12,may,2,-1,0,unknown,0,0,1,1,5.216666666666667
39,unemployed,married,secondary,1654,unknown,20,jun,6,-1,0,unknown,0,0,0,0,4.4
38,blue-collar,married,primary,714,unknown,29,may,3,-1,0,unknown,0,0,0,1,3.75
55,management,single,tertiary,1498,cellular,25,aug,5,-1,0,unknown,0,0,0,0,5.666666666666667
29,services,single,secondary,695,unknown,3,jul,1,-1,0,unknown,0,0,0,0,1.6166666666666667
36,technician,single,secondary,-15,unknown,6,may,3,-1,0,unknown,0,0,0,1,5.683333333333334
60,blue-collar,married,primary,14,cellular,15,may,4,178,3,failure,0,0,1,1,13.016666666666667
43,services,divorced,secondary,-287,cellular,20,apr,4,-1,0,unknown,0,0,0,1,9.666666666666666
45,blue-collar,married,primary,0,cellular,24,jul,1,-1,0,unknown,0,0,0,1,2.283333333333333
36,management,divorced,tertiary,-978,cellular,13,may,3,-1,0,unknown,0,0,0,1,1.0333333333333334
53,blue-collar,married,secondary,0,cellular,7,may,2,-1,0,unknown,0,0,0,1,6.783333333333333
41,self-employed,married,secondary,20,unknown,5,jun,1,-1,0,unknown,0,0,0,0,5.55
51,blue-collar,married,secondary,700,cellular,8,aug,4,-1,0,unknown,0,0,0,0,3.95
34,blue-collar,married,secondary,-58,unknown,28,may,2,-1,0,unknown,0,0,1,1,2.6166666666666667
29,management,single,tertiary,841,cellular,5,feb,1,-1,0,unknown,0,0,0,0,3.6166666666666667
35,self-employed,single,secondary,951,cellular,19,nov,2,-1,0,unknown,0,0,0,1,3.6666666666666665
40,management,married,tertiary,-63,cellular,2,jul,1,-1,0,unknown,0,0,1,0,3.2666666666666666
26,student,single,tertiary,641,cellular,15,may,1,368,1,failure,0,0,0,1,0.9166666666666666
32,technician,single,tertiary,195,cellular,22,aug,2,-1,0,unknown,0,0,0,1,3.9833333333333334
31,technician,married,tertiary,11,cellular,27,aug,2,-1,0,unknown,0,0,0,0,10.85
39,management,single,secondary,120,unknown,12,jun,1,-1,0,unknown,0,0,0,0,1.1
30,technician,married,secondary,450,cellular,14,jul,4,-1,0,unknown,0,0,1,0,1.2
40,technician,married,secondary,8379,unknown,12,jun,6,-1,0,unknown,0,0,0,0,0.8666666666666667
32,blue-collar,married,primary,206,unknown,20,may,2,-1,0,unknown,0,0,0,1,3.4166666666666665
46,admin.,single,secondary,1544,unknown,29,may,1,-1,0,unknown,0,0,0,1,10.15
41,technician,married,secondary,2990,unknown,30,may,3,-1,0,unknown,0,0,0,1,1.0333333333333334
35,entrepreneur,single,secondary,866,cellular,19,nov,1,-1,0,unknown,0,0,0,1,2.45
40,unemployed,single,secondary,1744,unknown,21,may,11,-1,0,unknown,0,0,0,1,7.75
58,management,married,secondary,-382,telephone,5,feb,4,189,12,success,0,0,0,0,6.633333333333334
48,blue-collar,married,primary,214,cellular,18,nov,1,162,1,failure,0,0,1,1,4.1
